Date,Open,High,Low,Close,Volume,Adj Close
2013-05-31,109.50,111.28,108.68,108.85,970400,108.85
2013-05-30,110.54,111.32,109.91,109.98,516100,109.98
2013-05-29,110.09,110.63,109.21,110.43,487600,110.43
2013-05-28,111.19,111.72,109.67,110.75,523600,110.75
2013-05-24,109.44,111.27,109.44,110.74,424700,110.74
2013-05-23,110.18,110.79,109.07,110.23,539900,110.23
2013-05-22,112.09,112.29,110.15,110.56,585300,110.56
2013-05-21,111.02,112.92,110.77,112.21,554400,112.21
2013-05-20,109.32,111.53,109.28,110.91,612200,110.91
2013-05-17,111.00,111.45,110.33,110.95,619100,110.95
2013-05-16,111.24,111.84,110.22,110.71,707400,110.71
2013-05-15,111.30,112.17,111.14,111.96,489700,111.96
2013-05-14,109.47,112.12,109.47,111.89,926200,111.89
2013-05-13,109.75,110.44,108.58,109.65,486400,109.65
2013-05-10,109.94,110.49,109.22,110.20,479300,110.20
2013-05-09,109.59,110.61,109.59,110.06,445100,110.06
2013-05-08,110.91,111.00,108.67,109.45,820600,109.45
2013-05-07,109.93,110.79,109.69,110.78,422000,110.78
2013-05-06,109.58,110.52,109.45,110.27,583900,110.27
2013-05-03,108.85,110.03,108.48,109.89,794400,109.89
2013-05-02,107.44,108.50,106.79,108.13,504300,108.13
2013-05-01,107.50,108.29,107.21,107.46,666600,107.46
2013-04-30,107.20,107.60,105.81,107.32,664500,107.32
2013-04-29,106.81,108.17,106.55,107.69,920200,107.69
2013-04-26,106.15,106.70,105.34,106.44,746900,106.44
2013-04-25,104.17,108.99,103.99,106.13,1577600,106.13
2013-04-24,102.15,102.57,100.91,101.12,871400,101.12
2013-04-23,100.00,101.55,99.70,101.37,1366800,101.37
2013-04-22,99.17,99.75,98.80,99.48,642900,99.48
2013-04-19,98.56,99.82,98.37,99.36,1243300,99.36
2013-04-18,99.00,99.80,98.01,98.84,840700,98.84
2013-04-17,99.67,99.95,97.77,98.67,1255200,98.67
2013-04-16,101.02,101.11,99.80,99.99,1220600,99.99
2013-04-15,102.88,103.14,99.56,99.99,1272700,99.99
2013-04-12,104.05,104.94,102.54,103.14,998500,103.14
2013-04-11,103.79,105.40,103.51,104.01,1231700,104.01
2013-04-10,101.99,103.81,101.54,103.50,1269600,103.50
2013-04-09,102.38,103.08,100.80,102.06,939400,102.06
2013-04-08,102.91,104.16,102.91,103.91,545900,103.91
2013-04-05,102.88,103.19,101.75,103.05,551400,103.05
2013-04-04,103.32,104.21,103.27,103.77,377400,103.77
2013-04-03,104.28,104.63,103.21,103.48,670500,103.48
2013-04-02,103.30,104.90,102.76,104.38,837300,104.38
2013-04-01,103.13,103.40,101.60,102.70,729200,102.70
2013-03-28,102.58,103.10,101.86,102.44,1629800,102.44
2013-03-27,102.78,103.71,102.23,102.75,636700,102.75
2013-03-26,103.33,103.90,102.82,103.59,767700,103.59
